rank,score,dataset_name,file_extension,size_kb,department_names,request_id,request_url,document_download_url,is_open_data_duplicate,duplicate_of,reasons
311,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,40.4,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750591/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
312,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,54.9,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750616/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
313,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,51.5,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750708/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
314,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,46.9,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750720/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
315,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,49.3,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8752650/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
316,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,62.6,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8749918/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
317,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,42.8,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750068/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
318,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,53.5,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750135/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
319,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,55.6,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750405/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
320,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,55.0,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750438/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
321,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,55.2,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750466/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
322,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,55.2,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750469/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
323,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,52.4,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750490/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
324,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,57.0,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750522/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
325,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,56.5,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750551/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
326,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,58.1,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750603/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
327,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,56.9,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750620/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
328,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,45.0,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750689/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
329,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,47.0,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750704/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
330,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,42.9,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8751640/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
331,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,60.8,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8749831/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
332,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,59.6,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8749844/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
333,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,56.8,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8749872/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
334,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,56.5,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8749909/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
335,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,60.5,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8749916/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
336,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,50.2,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750005/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
337,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,60.8,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750024/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
338,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,62.8,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750076/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
339,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,47.4,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750089/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
340,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,52.5,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750130/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
341,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,63.1,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750399/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
342,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,55.1,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750408/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
343,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,56.8,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750423/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
344,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,55.7,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750446/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
345,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,54.7,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750524/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
346,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,43.9,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750528/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
347,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,52.8,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750595/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
348,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,55.8,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750618/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
349,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,50.2,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750677/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
350,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,54.0,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750685/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
351,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,55.2,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750698/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
352,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,50.7,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750712/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
353,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,60.6,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8749840/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
354,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,56.9,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8749842/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
355,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,58.2,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8749847/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
356,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,49.1,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8749856/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
357,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,59.8,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8749883/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
358,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,62.3,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8749906/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
359,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,55.2,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750074/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
360,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,47.6,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750103/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
361,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,55.6,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750166/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
362,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,54.3,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750355/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
363,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,53.8,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750357/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
364,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,55.6,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750389/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
365,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,61.4,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750452/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
366,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,52.0,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750580/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
367,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,57.8,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750587/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
368,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,44.6,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750593/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
369,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,54.1,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750601/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
370,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,54.1,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750687/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
371,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,54.3,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750696/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
372,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,49.7,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750714/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
373,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,56.1,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750015/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
374,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,54.0,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750026/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
375,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,48.8,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750100/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
376,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,54.2,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750171/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
377,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,55.0,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750338/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
378,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,56.1,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750341/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
379,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,54.5,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750362/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
380,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,51.6,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750393/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
381,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,57.8,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750415/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
382,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,61.0,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750417/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
383,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,56.3,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750421/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
384,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,57.5,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750448/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
385,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,54.9,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750538/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
386,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,54.2,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750541/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
387,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,59.7,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750567/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
388,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,55.2,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750597/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
389,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,56.0,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750614/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
390,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,49.0,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750623/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
391,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,51.3,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750744/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
392,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,56.6,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750752/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
393,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,46.2,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8751544/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
394,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,44.5,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8751576/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
395,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,45.0,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8751597/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
396,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,63.4,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8749828/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
397,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,58.2,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8749835/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
398,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,59.7,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8749867/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
399,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,61.2,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8749891/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
400,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,57.2,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8749893/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
401,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,62.2,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750041/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
402,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,56.3,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750038/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
403,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,56.7,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750043/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
404,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,58.4,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750434/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
