rank,score,dataset_name,file_extension,size_kb,department_names,request_id,request_url,document_download_url,is_open_data_duplicate,duplicate_of,reasons
405,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,61.0,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750057/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
406,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,41.6,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750059/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
407,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,43.5,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750064/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
408,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,60.6,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750033/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
409,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,54.3,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750034/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
410,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,52.5,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750036/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
411,7,HSOC22o - Open Requests by reported blocks.xlsx,xlsx,60.0,Public Works,21-5084,https://sanfrancisco.nextrequest.com/requests/21-5084,https://sanfrancisco.nextrequest.com/documents/8750061/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -template, -form), size:+2, dept:+1"
412,7,Polk CR Utility Relocation List.xlsx,xlsx,145.5,Public Works,24-6236,https://sanfrancisco.nextrequest.com/requests/24-6236,https://sanfrancisco.nextrequest.com/documents/39413945/download,false,,"request-context:+4 (complaint, complaints, incident, inspections, contract, -invoice), size:+2, dept:+1"
413,7,Polk CR Utility Relocation List_ET check.xlsx,xlsx,129.8,Public Works,24-6236,https://sanfrancisco.nextrequest.com/requests/24-6236,https://sanfrancisco.nextrequest.com/documents/39413946/download,false,,"request-context:+4 (complaint, complaints, incident, inspections, contract, -invoice), size:+2, dept:+1"
414,7,item_28.xlsx,xlsx,33.4,Public Works,25-2389,https://sanfrancisco.nextrequest.com/requests/25-2389,https://sanfrancisco.nextrequest.com/documents/44662738/download,false,,"request-context:+4 (complaint, complaints, incident, incidents, settlement, lawsuit, audit, log, logs, records, inspections, contract, -form, -invoice, -voicemail, -minutes, -copy, -duplicate), size:+2, dept:+1"
415,7,item_27.xlsx,xlsx,37.1,Public Works,25-2389,https://sanfrancisco.nextrequest.com/requests/25-2389,https://sanfrancisco.nextrequest.com/documents/44662755/download,false,,"request-context:+4 (complaint, complaints, incident, incidents, settlement, lawsuit, audit, log, logs, records, inspections, contract, -form, -invoice, -voicemail, -minutes, -copy, -duplicate), size:+2, dept:+1"
416,7,Advanced Trips Detail Report_20260629_061401.xlsx,xlsx,90.5,Public Works,26-5451,https://sanfrancisco.nextrequest.com/requests/26-5451,https://sanfrancisco.nextrequest.com/documents/66003018/download,false,,"request-context:+4 (inventory, database, log, logs, export, records, tracker, contract, -form), size:+2, dept:+1"
417,7,SFPW - Cases in a Box - 17th St btwn Utah and Kansas.xlsx,xlsx,33.5,Public Works,25-2389,https://sanfrancisco.nextrequest.com/requests/25-2389,https://sanfrancisco.nextrequest.com/documents/44669330/download,false,,"request-context:+4 (complaint, complaints, incident, incidents, settlement, lawsuit, audit, log, logs, records, inspections, contract, -form, -invoice, -voicemail, -minutes, -copy, -duplicate), size:+2, dept:+1"
418,7,SFPW - Cases in a Box - Vermont St btwn Mariposa and 16th St.xlsx,xlsx,23.0,Public Works,25-2389,https://sanfrancisco.nextrequest.com/requests/25-2389,https://sanfrancisco.nextrequest.com/documents/44669336/download,false,,"request-context:+4 (complaint, complaints, incident, incidents, settlement, lawsuit, audit, log, logs, records, inspections, contract, -form, -invoice, -voicemail, -minutes, -copy, -duplicate), size:+2, dept:+1"
419,7,Advanced Trips Detail Report_20260629_114946.xlsx,xlsx,49.2,Public Works,26-5451,https://sanfrancisco.nextrequest.com/requests/26-5451,https://sanfrancisco.nextrequest.com/documents/66060647/download,false,,"request-context:+4 (inventory, database, log, logs, export, records, tracker, contract, -form), size:+2, dept:+1"
420,7,2017 09 25 PG&E Adjustment.xlsx,xlsx,21.9,Public Works,24-6236,https://sanfrancisco.nextrequest.com/requests/24-6236,https://sanfrancisco.nextrequest.com/documents/39767580/download,false,,"request-context:+4 (complaint, complaints, incident, inspections, contract, -invoice), size:+2, dept:+1"
421,7,Advanced Trips Detail Report_20260629_115022.xlsx,xlsx,79.7,Public Works,26-5451,https://sanfrancisco.nextrequest.com/requests/26-5451,https://sanfrancisco.nextrequest.com/documents/66060643/download,false,,"request-context:+4 (inventory, database, log, logs, export, records, tracker, contract, -form), size:+2, dept:+1"
422,7,2020 01 16 MTA funding overview Polk.xlsx,xlsx,29.1,Public Works,24-6236,https://sanfrancisco.nextrequest.com/requests/24-6236,https://sanfrancisco.nextrequest.com/documents/41173690/download,false,,"request-context:+4 (complaint, complaints, incident, inspections, contract, -invoice), size:+2, dept:+1"
423,7,FY20-23 Dream Keeper Initiative (DKI) Summary 02-17-23 Sunshine.xlsx,xlsx,25.3,"Public Health: Other, Public Health: Contracts / RFPs",23-714,https://sanfrancisco.nextrequest.com/requests/23-714,https://sanfrancisco.nextrequest.com/documents/18240896/download,false,,"request-context:+4 (payroll, reimbursement, records, contract, payments, -invoice, -receipt), size:+2, dept:+1"
424,7,Advanced Trips Detail Report_20260630_062659.xlsx,xlsx,82.8,Public Works,26-5451,https://sanfrancisco.nextrequest.com/requests/26-5451,https://sanfrancisco.nextrequest.com/documents/66101068/download,false,,"request-context:+4 (inventory, database, log, logs, export, records, tracker, contract, -form), size:+2, dept:+1"
425,7,Reimbursement Calculation FY2017.Q2 v2.xlsx,xlsx,51.9,Public Works,21-1210,https://sanfrancisco.nextrequest.com/requests/21-1210,https://sanfrancisco.nextrequest.com/documents/7072398/download,false,,"reimbursement, request-context:+2 (log, contract), size:+2, dept:+1"
426,7,07.23 Monthly  HPF Pit Stop Data.xlsx,xlsx,77.5,Public Works,24-5401,https://sanfrancisco.nextrequest.com/requests/24-5401,https://sanfrancisco.nextrequest.com/documents/38018486/download,false,,"request-context:+4 (complaint, complaints), size:+2, dept:+1"
427,7,Construction or Renovation projects valued ($5M+).xlsx,xlsx,80.3,Public Works,25-2685,https://sanfrancisco.nextrequest.com/requests/25-2685,https://sanfrancisco.nextrequest.com/documents/44891295/download,false,,"request-context:+4 (expense, records, contract, -form), size:+2, dept:+1"
428,7,12.21 HPF Monthly Pit Stop Data.xlsx,xlsx,145.9,Public Works,25-2824,https://sanfrancisco.nextrequest.com/requests/25-2824,https://sanfrancisco.nextrequest.com/documents/45245298/download,false,,"request-context:+4 (expense, expenses, overtime, payroll, reimbursement, records, permits, -form, -invoice, -receipt), size:+2, dept:+1"
429,7,06.22 Monthly HPF Pit Stop Data.xlsx,xlsx,122.5,Public Works,25-2824,https://sanfrancisco.nextrequest.com/requests/25-2824,https://sanfrancisco.nextrequest.com/documents/45245301/download,false,,"request-context:+4 (expense, expenses, overtime, payroll, reimbursement, records, permits, -form, -invoice, -receipt), size:+2, dept:+1"
430,7,02.24 Monthly HPF Pit Stop Data.xlsx,xlsx,58.3,Public Works,25-2824,https://sanfrancisco.nextrequest.com/requests/25-2824,https://sanfrancisco.nextrequest.com/documents/45245333/download,false,,"request-context:+4 (expense, expenses, overtime, payroll, reimbursement, records, permits, -form, -invoice, -receipt), size:+2, dept:+1"
431,7,05.24 Monthly HPF Pit Stop Data.xlsx,xlsx,59.3,Public Works,25-2824,https://sanfrancisco.nextrequest.com/requests/25-2824,https://sanfrancisco.nextrequest.com/documents/45245335/download,false,,"request-context:+4 (expense, expenses, overtime, payroll, reimbursement, records, permits, -form, -invoice, -receipt), size:+2, dept:+1"
432,7,07.24 Monthly HPF Pit Stop Data.xlsx,xlsx,58.5,Public Works,25-2824,https://sanfrancisco.nextrequest.com/requests/25-2824,https://sanfrancisco.nextrequest.com/documents/45245337/download,false,,"request-context:+4 (expense, expenses, overtime, payroll, reimbursement, records, permits, -form, -invoice, -receipt), size:+2, dept:+1"
433,7,02.25 Monthly Pit Stop Data HPF.xlsx,xlsx,151.6,Public Works,25-2824,https://sanfrancisco.nextrequest.com/requests/25-2824,https://sanfrancisco.nextrequest.com/documents/45245345/download,false,,"request-context:+4 (expense, expenses, overtime, payroll, reimbursement, records, permits, -form, -invoice, -receipt), size:+2, dept:+1"
434,7,CA Tracking Logs_2021.xlsx,xlsx,72.0,Public Works,26-2392,https://sanfrancisco.nextrequest.com/requests/26-2392,https://sanfrancisco.nextrequest.com/documents/61368178/download,false,,"log, logs, request-context:+1 (records), size:+2, dept:+1"
435,7,Expense Report - Hawaii as of 4.4.25.xlsx,xlsx,32.8,Controller,25-2350,https://sanfrancisco.nextrequest.com/requests/25-2350,https://sanfrancisco.nextrequest.com/documents/44652912/download,false,,"expense, request-context:+1 (records), size:+2, dept:+1"
436,7,03.23 Monthly HPF Pit Stop Data.xlsx,xlsx,44.1,Public Works,25-2824,https://sanfrancisco.nextrequest.com/requests/25-2824,https://sanfrancisco.nextrequest.com/documents/45245315/download,false,,"request-context:+4 (expense, expenses, overtime, payroll, reimbursement, records, permits, -form, -invoice, -receipt), size:+2, dept:+1"
437,7,12.24 Monthly Pit Stop Data HPF (2) (1).xlsx,xlsx,131.7,Public Works,25-2824,https://sanfrancisco.nextrequest.com/requests/25-2824,https://sanfrancisco.nextrequest.com/documents/45245342/download,false,,"request-context:+4 (expense, expenses, overtime, payroll, reimbursement, records, permits, -form, -invoice, -receipt), size:+2, dept:+1"
438,7,08.22 Monthly HPF Pit Stop Data.xlsx,xlsx,43.8,Public Works,25-2824,https://sanfrancisco.nextrequest.com/requests/25-2824,https://sanfrancisco.nextrequest.com/documents/45245460/download,false,,"request-context:+4 (expense, expenses, overtime, payroll, reimbursement, records, permits, -form, -invoice, -receipt), size:+2, dept:+1"
439,7,04.22 Monthly HPF Pit Stop Data.xlsx,xlsx,123.6,Public Works,25-2824,https://sanfrancisco.nextrequest.com/requests/25-2824,https://sanfrancisco.nextrequest.com/documents/45245546/download,false,,"request-context:+4 (expense, expenses, overtime, payroll, reimbursement, records, permits, -form, -invoice, -receipt), size:+2, dept:+1"
440,7,05.22 Monthly HPF Pit Stop Data.xlsx,xlsx,123.2,Public Works,25-2824,https://sanfrancisco.nextrequest.com/requests/25-2824,https://sanfrancisco.nextrequest.com/documents/45245550/download,false,,"request-context:+4 (expense, expenses, overtime, payroll, reimbursement, records, permits, -form, -invoice, -receipt), size:+2, dept:+1"
441,7,Adhoc report - BSES on Wiese 18-22.xlsx,xlsx,56.9,Public Works,24-5211,https://sanfrancisco.nextrequest.com/requests/24-5211,https://sanfrancisco.nextrequest.com/documents/37645681/download,false,,"request-context:+4 (complaint, complaints, investigation, contract, -form, -receipt, -voicemail), size:+2, dept:+1"
442,6,List of DPH Felton Funding.xlsx,xlsx,13.2,Public Health: Contracts / RFPs,23-2230,https://sanfrancisco.nextrequest.com/requests/23-2230,https://sanfrancisco.nextrequest.com/documents/20063104/download,false,,"contract, request-context:+4 (complaint, complaints, investigation, audit, records, contract, -form), dept:+1"
443,6,A1 Protective Services - San Fransisco Roster (1).xlsx,xlsx,19.3,OCA - Office of Contract Administration,23-6830,https://sanfrancisco.nextrequest.com/requests/23-6830,https://sanfrancisco.nextrequest.com/documents/26844877/download,false,,"roster, request-context:+4 (citation, citations, records, contract, -form, -receipt)"
444,6,BuildingRepairPresidioLibraryRecordsRequest2.xlsx,xlsx,11.4,Public Works,26-5301,https://sanfrancisco.nextrequest.com/requests/26-5301,https://sanfrancisco.nextrequest.com/documents/65710712/download,false,,"records, request-context:+4 (complaint, complaints, incident, incidents, log, logs, records, permits, vendor, contract, -form, -invoice, -application, -certificate), dept:+1"
445,6,BuildingRepairPresidioLibraryRecordsRequest.xlsx,xlsx,10.0,Public Works,26-5301,https://sanfrancisco.nextrequest.com/requests/26-5301,https://sanfrancisco.nextrequest.com/documents/65727084/download,false,,"records, request-context:+4 (complaint, complaints, incident, incidents, log, logs, records, permits, vendor, contract, -form, -invoice, -application, -certificate), dept:+1"
446,6,3.058 - J.2 Detailed Capital and Lease Expenses.xlsx,xlsx,18.0,Controller,24-667,https://sanfrancisco.nextrequest.com/requests/24-667,https://sanfrancisco.nextrequest.com/documents/29835651/download,false,,"expense, expenses, request-context:-1 (log, -agenda, -minutes), dept:+1"
447,6,Peoplesoft Report BAL Payments on PLA Projects 10.28.24.xlsx,xlsx,13.5,Controller,24-6244,https://sanfrancisco.nextrequest.com/requests/24-6244,https://sanfrancisco.nextrequest.com/documents/39429063/download,false,,"payments, request-context:+3 (contract, payments), dept:+1"
448,6,0004i_Video_Submittal_Log.xlsx,xlsx,12.6,Public Works,22-1475,https://sanfrancisco.nextrequest.com/requests/22-1475,https://sanfrancisco.nextrequest.com/documents/12612930/download,false,,"log, request-context:+4 (discipline, log, logs, records, contract, -form), dept:+1"
449,6,Taylor St Records request 12 Months 26-1392.xlsx,xlsx,12.4,Public Works,26-1392,https://sanfrancisco.nextrequest.com/requests/26-1392,https://sanfrancisco.nextrequest.com/documents/60099893/download,false,,"records, request-context:+4 (violation, violations, investigation, records, -form), dept:+1"
450,6,SWL PermitSearch.xlsx,xlsx,9.5,Public Works,26-3071,https://sanfrancisco.nextrequest.com/requests/26-3071,https://sanfrancisco.nextrequest.com/documents/62355205/download,false,,"permits, request-context:+4 (complaint, complaints, records, permits, -form, -agenda, -minutes, -application), dept:+1"
451,6,"Public Records request #26-6956 - Trash Can POs.xlsx",xlsx,11.3,Public Works,26-6956,https://sanfrancisco.nextrequest.com/requests/26-6956,https://sanfrancisco.nextrequest.com/documents/68545990/download,false,,"records, request-context:+4 (citation, inventory, database, log, logs, export, dataset, records, vendor, contract, -blank, -form, -receipt, -minutes, -copy), dept:+1"
452,6,Bay Area Lightworks Payments PLA Projects.xlsx,xlsx,11.9,Controller,24-7490,https://sanfrancisco.nextrequest.com/requests/24-7490,https://sanfrancisco.nextrequest.com/documents/41216877/download,false,,"payments, request-context:+3 (contract, payments), dept:+1"
453,6,2922J Cost Proposal Log.xlsx,xlsx,11.7,Public Works,22-1475,https://sanfrancisco.nextrequest.com/requests/22-1475,https://sanfrancisco.nextrequest.com/documents/13381667/download,false,,"log, request-context:+4 (discipline, log, logs, records, contract, -form), dept:+1"
454,6,NCR Log.xlsx,xlsx,17.3,Public Works,22-1475,https://sanfrancisco.nextrequest.com/requests/22-1475,https://sanfrancisco.nextrequest.com/documents/13537050/download,false,,"log, request-context:+4 (discipline, log, logs, records, contract, -form), dept:+1"
455,6,NCR Log.xlsx(1).xlsx,xlsx,17.3,Public Works,22-1475,https://sanfrancisco.nextrequest.com/requests/22-1475,https://sanfrancisco.nextrequest.com/documents/13609628/download,false,,"log, request-context:+4 (discipline, log, logs, records, contract, -form), dept:+1"
456,6,Activity Log (7).xls,xls,12.4,Public Works,24-731,https://sanfrancisco.nextrequest.com/requests/24-731,https://sanfrancisco.nextrequest.com/documents/29812240/download,false,,"log, request-context:+4 (complaint, complaints, investigation, records, inspections, -template, -form), dept:+1"
457,6,Activity Log (7).xls,xls,13.0,Public Works,24-834,https://sanfrancisco.nextrequest.com/requests/24-834,https://sanfrancisco.nextrequest.com/documents/29989320/download,false,,"log, request-context:+4 (complaint, complaints, records, -application), dept:+1"
458,6,Activity Log (9).xls,xls,6.4,Public Works,24-834,https://sanfrancisco.nextrequest.com/requests/24-834,https://sanfrancisco.nextrequest.com/documents/29989310/download,false,,"log, request-context:+4 (complaint, complaints, records, -application), dept:+1"
459,6,Activity Log (6).xls,xls,8.3,Public Works,24-834,https://sanfrancisco.nextrequest.com/requests/24-834,https://sanfrancisco.nextrequest.com/documents/29989303/download,false,,"log, request-context:+4 (complaint, complaints, records, -application), dept:+1"
460,5,SFCCC Vehicle list (Draft).xlsx,xlsx,9.7,Public Works,25-8526,https://sanfrancisco.nextrequest.com/requests/25-8526,https://sanfrancisco.nextrequest.com/documents/55318498/download,false,,"request-context:+4 (audit, inventory, records, contract, -form, -invoice), dept:+1"
461,5,1_Outstanding Permits.xlsx,xlsx,19.0,Public Works,24-2444,https://sanfrancisco.nextrequest.com/requests/24-2444,https://sanfrancisco.nextrequest.com/documents/33054469/download,false,,"permits, request-context:+3 (permits, inspections, contract), dept:+1"
462,5,2126J Polk Monuments.xlsx,xlsx,9.0,Public Works,24-6236,https://sanfrancisco.nextrequest.com/requests/24-6236,https://sanfrancisco.nextrequest.com/documents/39413917/download,false,,"request-context:+4 (complaint, complaints, incident, inspections, contract, -invoice), dept:+1"
463,5,20176 11 16 S-E Lab Report.xlsx,xlsx,16.7,Public Works,24-6236,https://sanfrancisco.nextrequest.com/requests/24-6236,https://sanfrancisco.nextrequest.com/documents/39767583/download,false,,"request-context:+4 (complaint, complaints, incident, inspections, contract, -invoice), dept:+1"
464,5,Comparative assessment.xlsx,xlsx,15.3,Public Works,24-6236,https://sanfrancisco.nextrequest.com/requests/24-6236,https://sanfrancisco.nextrequest.com/documents/41290856/download,false,,"request-context:+4 (complaint, complaints, incident, inspections, contract, -invoice), dept:+1"
465,5,0 - 300 Edingburgh waterbox check and planted date.xlsx,xlsx,19.9,Public Works,25-10672,https://sanfrancisco.nextrequest.com/requests/25-10672,https://sanfrancisco.nextrequest.com/documents/57274952/download,false,,"request-context:+4 (database, log, logs, records, contract, -form, -invoice), dept:+1"
466,5,"Panel dimensions, Lombard.xlsx",xlsx,9.2,Public Works,24-6236,https://sanfrancisco.nextrequest.com/requests/24-6236,https://sanfrancisco.nextrequest.com/documents/41290888/download,false,,"request-context:+4 (complaint, complaints, incident, inspections, contract, -invoice), dept:+1"
467,5,"RE PCO 37, RE estimate.xlsx",xlsx,13.3,Public Works,24-6236,https://sanfrancisco.nextrequest.com/requests/24-6236,https://sanfrancisco.nextrequest.com/documents/41290920/download,false,,"request-context:+4 (complaint, complaints, incident, inspections, contract, -invoice), dept:+1"
468,5,2018 01 03 SW Lombard CR.xlsx,xlsx,11.9,Public Works,24-6236,https://sanfrancisco.nextrequest.com/requests/24-6236,https://sanfrancisco.nextrequest.com/documents/41290827/download,false,,"request-context:+4 (complaint, complaints, incident, inspections, contract, -invoice), dept:+1"
469,5,RE PCO 31 Final cost.xlsx,xlsx,11.5,Public Works,24-6236,https://sanfrancisco.nextrequest.com/requests/24-6236,https://sanfrancisco.nextrequest.com/documents/41290900/download,false,,"request-context:+4 (complaint, complaints, incident, inspections, contract, -invoice), dept:+1"
470,5,Change Order Payment Schedule.xlsx,xlsx,13.0,Public Works,24-6236,https://sanfrancisco.nextrequest.com/requests/24-6236,https://sanfrancisco.nextrequest.com/documents/41173705/download,false,,"request-context:+4 (complaint, complaints, incident, inspections, contract, -invoice), dept:+1"
471,5,Minh Luong Cantarutti March 1. 2023 to March 1. 2024   Alameda San Bruno Service Request.xlsx,xlsx,14.1,Public Works,25-9578,https://sanfrancisco.nextrequest.com/requests/25-9578,https://sanfrancisco.nextrequest.com/documents/55740467/download,false,,"request-context:+4 (complaint, complaints, incident, inventory, database, log, logs, export, records, dispatch, -form, -receipt), dept:+1"
472,5,Minh Luong Cantarutti March 1. 2023 to March 1. 2024 San Bruno Alameda Service Request.xlsx,xlsx,10.0,Public Works,25-9578,https://sanfrancisco.nextrequest.com/requests/25-9578,https://sanfrancisco.nextrequest.com/documents/55740468/download,false,,"request-context:+4 (complaint, complaints, incident, inventory, database, log, logs, export, records, dispatch, -form, -receipt), dept:+1"
473,5,2652J - 11.10.20 ROSTER.xlsx,xlsx,15.2,Public Works,22-3290,https://sanfrancisco.nextrequest.com/requests/22-3290,https://sanfrancisco.nextrequest.com/documents/15988854/download,false,,"roster, request-context:+2 (records, contract), dept:+1"
474,5,"SF Public Works Purchase Order Summary FY23,24,25 as of April 16 2025.xlsx",xlsx,10.6,Public Works,25-2677,https://sanfrancisco.nextrequest.com/requests/25-2677,https://sanfrancisco.nextrequest.com/documents/44829683/download,false,,"request-context:+4 (database, log, export, dataset, records, -form, -license, -copy), dept:+1"
475,5,450 Rhode Island.xlsx,xlsx,12.3,Public Works,26-964,https://sanfrancisco.nextrequest.com/requests/26-964,https://sanfrancisco.nextrequest.com/documents/59166512/download,false,,"request-context:+4 (complaint, complaints, incident, log, logs, records, -form), dept:+1"
476,5,3_BOE Stats thru 1-18-2023.xlsx,xlsx,11.6,Public Works,23-1090,https://sanfrancisco.nextrequest.com/requests/23-1090,https://sanfrancisco.nextrequest.com/documents/18269282/download,false,,"request-context:+4 (lawsuit, log), dept:+1"
477,2,Employee_Compensation_20240524.csv,csv,267502.1,Controller,24-2975,https://sanfrancisco.nextrequest.com/requests/24-2975,https://sanfrancisco.nextrequest.com/documents/34423869/download,true,Employee Compensation,"compensation, request-context:+4 (compensation, ethics), size:+5, dept:+1, already-open-data:-10 (Employee Compensation)"
478,1,80.004 Employee Compensation CY.xlsx,xlsx,17720.7,Controller,24-2975,https://sanfrancisco.nextrequest.com/requests/24-2975,https://sanfrancisco.nextrequest.com/documents/34423870/download,true,Employee Compensation,"compensation, request-context:+4 (compensation, ethics), size:+4, dept:+1, already-open-data:-10 (Employee Compensation)"
479,0,25-6035 - Vendor_Payments_(Vouchers)_20250828.csv,csv,1376.2,Controller,25-6035,https://sanfrancisco.nextrequest.com/requests/25-6035,https://sanfrancisco.nextrequest.com/documents/50168921/download,true,Vendor Payments (Vouchers),"vendor, payments, request-context:+3 (export, vendor, payments, -invoice), size:+3, dept:+1, already-open-data:-10 (Vendor Payments (Vouchers))"
480,-1,2_Section 604 Affidavit Log 9.16.16  nmr.xlsx,xlsx,459.0,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21589974/download,true,Section 604 Affidavit,"log, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+3, dept:+1, already-open-data:-10 (Section 604 Affidavit)"
481,-1,1_Section 604 Affidavit Log FOR MAPPING 06-03-16.xlsx,xlsx,429.6,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21590027/download,true,Section 604 Affidavit,"log, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+3, dept:+1, already-open-data:-10 (Section 604 Affidavit)"
482,-1,2_Section 604 Affidavit Log 9.16.16  nmr.xlsx,xlsx,459.0,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21589589/download,true,Section 604 Affidavit,"log, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+3, dept:+1, already-open-data:-10 (Section 604 Affidavit)"
483,-1,2_Section 604 Affidavit Log 9.16.16  nmr.xlsx,xlsx,459.0,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21589961/download,true,Section 604 Affidavit,"log, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+3, dept:+1, already-open-data:-10 (Section 604 Affidavit)"
484,-1,1_Section 604 Affidavit Log 4.29.16 (1) NMR.xlsx,xlsx,348.6,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21589606/download,true,Section 604 Affidavit,"log, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+3, dept:+1, already-open-data:-10 (Section 604 Affidavit)"
485,-1,2_Section 604 Affidavit Log 9.16.16  nmr.xlsx,xlsx,459.0,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21589713/download,true,Section 604 Affidavit,"log, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+3, dept:+1, already-open-data:-10 (Section 604 Affidavit)"
486,-1,2_Section 604 Affidavit Log 9.8.16  nmr.xlsx,xlsx,422.8,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21590014/download,true,Section 604 Affidavit,"log, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+3, dept:+1, already-open-data:-10 (Section 604 Affidavit)"
487,-1,1_Section 604 Affidavit Log 8.19.16 nmr.xlsx,xlsx,397.3,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21589661/download,true,Section 604 Affidavit,"log, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+3, dept:+1, already-open-data:-10 (Section 604 Affidavit)"
488,-1,2_Section 604 Affidavit Log 7.1.16 nmr.xlsx,xlsx,379.9,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21589927/download,true,Section 604 Affidavit,"log, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+3, dept:+1, already-open-data:-10 (Section 604 Affidavit)"
489,-1,1_Section 604 Affidavit Log FOR MAPPING 06-03-16.xlsx,xlsx,429.6,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21589599/download,true,Section 604 Affidavit,"log, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+3, dept:+1, already-open-data:-10 (Section 604 Affidavit)"
490,-2,Vendor_Payments_(Vouchers)_20260721.xlsx,xlsx,136.1,Controller,26-6248,https://sanfrancisco.nextrequest.com/requests/26-6248,https://sanfrancisco.nextrequest.com/documents/67603962/download,true,Vendor Payments (Vouchers),"vendor, payments, request-context:+2 (records, contract, payments, -invoice, -application), size:+2, dept:+1, already-open-data:-10 (Vendor Payments (Vouchers))"
